file_name,case_id,primary_variation_score,n_primary_features_used,sensitivity_variation_score,n_sensitivity_features_used,primary_variation_score_case,primary_variation_stratum,sensitivity_variation_score_case,sensitivity_variation_stratum
case139_day14.nii.gz,case139,1.4866798130999992,30,1.339953420285448,35,1.193704600796346,high,1.1278003868034214,high
case139_day16.nii.gz,case139,1.0164136798326635,30,0.9751063916739819,35,1.193704600796346,high,1.1278003868034214,high
case139_day18.nii.gz,case139,1.06653739672147,30,1.0416307859673544,35,1.193704600796346,high,1.1278003868034214,high
case140_day0.nii.gz,case140,0.5473020134116702,30,0.5715391202184963,35,0.6454051504280647,low,0.6543655678949889,low
case140_day10.nii.gz,case140,0.7435082874444592,30,0.7371920155714814,35,0.6454051504280647,low,0.6543655678949889,low
case141_day0.nii.gz,case141,0.7897271417343393,30,0.8903667933056001,35,0.7214315311873798,medium,0.7410060006884863,medium
case141_day13.nii.gz,case141,0.6689738573361932,30,0.6035296489198929,35,0.7214315311873798,medium,0.7410060006884863,medium
case141_day27.nii.gz,case141,0.7214315311873798,30,0.7410060006884863,35,0.7214315311873798,medium,0.7410060006884863,medium
case142_day0.nii.gz,case142,0.8294418943889643,30,0.7384427967281973,35,0.8294418943889643,medium,0.7776607570691639,medium
case142_day14.nii.gz,case142,0.8742756510329305,30,0.7928508893086673,35,0.8294418943889643,medium,0.7776607570691639,medium
case142_day16.nii.gz,case142,0.8268807714787846,30,0.7776607570691639,35,0.8294418943889643,medium,0.7776607570691639,medium
case143_day0.nii.gz,case143,0.9905098433954385,30,1.0366320031905352,35,0.9827095193095011,high,0.9357207259258752,medium
case143_day18.nii.gz,case143,0.7639328250855969,30,0.9186275392413438,35,0.9827095193095011,high,0.9357207259258752,medium
case143_day23.nii.gz,case143,0.9827095193095011,30,0.9357207259258752,35,0.9827095193095011,high,0.9357207259258752,medium
case144_day0.nii.gz,case144,0.5847562220613529,30,0.6284588323702632,35,0.5094069044181454,low,0.5364278002930398,low
case144_day14.nii.gz,case144,0.47387882163037676,30,0.47387882163037676,30,0.5094069044181454,low,0.5364278002930398,low
case144_day15.nii.gz,case144,0.5094069044181454,30,0.5364278002930398,35,0.5094069044181454,low,0.5364278002930398,low
case145_day0.nii.gz,case145,1.2740967757251629,30,1.1184520642551874,35,1.3091409117099864,high,1.1456733016927283,high
case145_day19.nii.gz,case145,1.5370108034012664,30,1.431602447676471,35,1.3091409117099864,high,1.1456733016927283,high
case145_day20.nii.gz,case145,1.3091409117099864,30,1.1456733016927283,35,1.3091409117099864,high,1.1456733016927283,high
case146_day0.nii.gz,case146,0.48863513945187254,30,0.5454953713113623,35,0.5592399850630703,low,0.6156913364703545,low
case146_day24.nii.gz,case146,0.5592399850630703,30,0.6156913364703545,35,0.5592399850630703,low,0.6156913364703545,low
case146_day25.nii.gz,case146,0.8205357629646763,30,0.7621932890596649,35,0.5592399850630703,low,0.6156913364703545,low
case147_day0.nii.gz,case147,0.908437599016884,30,0.9282166418494355,35,0.8458126929793691,medium,0.7781393457340605,medium
case147_day14.nii.gz,case147,0.8552358802221786,30,0.8113065388017177,35,0.8458126929793691,medium,0.7781393457340605,medium
case147_day18.nii.gz,case147,0.7381386698634012,30,0.7781393457340605,35,0.8458126929793691,medium,0.7781393457340605,medium
case147_day19.nii.gz,case147,0.8458126929793691,30,0.7751119149982967,35,0.8458126929793691,medium,0.7781393457340605,medium
case147_day20.nii.gz,case147,0.7309479237030065,30,0.7778990032335797,35,0.8458126929793691,medium,0.7781393457340605,medium
case148_day0.nii.gz,case148,1.2267412619679525,30,1.127659994459026,35,1.1996846037916489,high,1.0826194756325473,high
case148_day20.nii.gz,case148,1.1726279456153452,30,1.0375789568060687,35,1.1996846037916489,high,1.0826194756325473,high
case149_day0.nii.gz,case149,0.5030719261518447,30,0.5679545435526056,35,0.5030719261518447,low,0.5679545435526056,low
case149_day12.nii.gz,case149,0.5063157532052133,30,0.4861720033309911,35,0.5030719261518447,low,0.5679545435526056,low
case149_day15.nii.gz,case149,0.45092363655264084,30,0.575137909944529,35,0.5030719261518447,low,0.5679545435526056,low
case15_day0.nii.gz,case15,1.5518738749728138,30,1.5207111642583866,35,1.3770245233801035,high,1.3613454883007658,high
case15_day20.nii.gz,case15,1.2021751717873932,30,1.201979812343145,35,1.3770245233801035,high,1.3613454883007658,high
case154_day0.nii.gz,case154,0.6877949493861866,30,0.7327063998804273,35,0.6890573395022201,low,0.7327063998804273,medium
case154_day13.nii.gz,case154,0.6890573395022201,30,0.7657978081294641,35,0.6890573395022201,low,0.7327063998804273,medium
case154_day14.nii.gz,case154,0.6839198435919173,30,0.7264325346957408,35,0.6890573395022201,low,0.7327063998804273,medium
case154_day16.nii.gz,case154,0.7446974510370884,30,0.8508831800661659,35,0.6890573395022201,low,0.7327063998804273,medium
case154_day17.nii.gz,case154,0.6999261339647902,30,0.6783440871330453,35,0.6890573395022201,low,0.7327063998804273,medium
case156_day0.nii.gz,case156,0.3308483255290636,30,0.37695975340401244,35,0.5713874495500646,low,0.5465893934194371,low
case156_day10.nii.gz,case156,0.749005438595257,30,0.6840347296802884,35,0.5713874495500646,low,0.5465893934194371,low
case156_day11.nii.gz,case156,0.5713874495500646,30,0.5465893934194371,35,0.5713874495500646,low,0.5465893934194371,low
case16_day0.nii.gz,case16,1.5621968636144066,30,1.4339293879082706,35,1.5621968636144066,high,1.4339293879082706,high
case18_day0.nii.gz,case18,0.8128457533800443,30,0.7841555312351433,35,0.8818728516585624,medium,0.8500287028523068,medium
case18_day17.nii.gz,case18,0.8078106868113017,30,0.8500287028523068,35,0.8818728516585624,medium,0.8500287028523068,medium
case18_day19.nii.gz,case18,0.9487849910768795,30,0.8649649043992703,35,0.8818728516585624,medium,0.8500287028523068,medium
case18_day21.nii.gz,case18,0.8818728516585624,30,0.7975496648237905,35,0.8818728516585624,medium,0.8500287028523068,medium
case18_day25.nii.gz,case18,1.0845025519126812,30,1.0195172664504542,35,0.8818728516585624,medium,0.8500287028523068,medium
case19_day0.nii.gz,case19,0.797210231343985,30,0.8045093352750802,35,0.8016450005631118,medium,0.8009440909709337,medium
case19_day12.nii.gz,case19,0.8016450005631118,30,0.8009440909709337,35,0.8016450005631118,medium,0.8009440909709337,medium
case19_day14.nii.gz,case19,0.8055653047991341,30,0.791913404194049,35,0.8016450005631118,medium,0.8009440909709337,medium
case19_day18.nii.gz,case19,1.0373876055660984,30,0.9738001244988326,35,0.8016450005631118,medium,0.8009440909709337,medium
case19_day22.nii.gz,case19,0.7945879060059631,30,0.7616765097005586,35,0.8016450005631118,medium,0.8009440909709337,medium
case2_day1.nii.gz,case2,0.6008522317635893,30,0.6546485317060688,35,0.6489863011816417,low,0.6546485317060688,low
case2_day2.nii.gz,case2,0.7217482664946037,30,0.706342933089244,35,0.6489863011816417,low,0.6546485317060688,low
case2_day3.nii.gz,case2,0.5639198784332848,30,0.5554993310533497,35,0.6489863011816417,low,0.6546485317060688,low
case2_day4.nii.gz,case2,0.6550011530630688,30,0.6113881183160241,35,0.6489863011816417,low,0.6546485317060688,low
case2_day5.nii.gz,case2,0.6489863011816417,30,0.6579200337061497,35,0.6489863011816417,low,0.6546485317060688,low
case20_day0.nii.gz,case20,0.5736310860202095,30,0.59772551606949,35,0.4641145159057704,low,0.5531202567358187,low
case20_day22.nii.gz,case20,0.42835832056391204,30,0.5531202567358187,35,0.4641145159057704,low,0.5531202567358187,low
case20_day24.nii.gz,case20,0.4641145159057704,30,0.5207743650806053,35,0.4641145159057704,low,0.5531202567358187,low
case22_day0.nii.gz,case22,1.020466166801896,30,1.035739910472953,35,1.020466166801896,high,1.035739910472953,high
case24_day0.nii.gz,case24,0.583519094235142,30,0.6118102460509245,35,0.583519094235142,low,0.6118102460509245,low
case24_day24.nii.gz,case24,0.6580557732110766,30,0.6838304043294555,35,0.583519094235142,low,0.6118102460509245,low
case24_day25.nii.gz,case24,0.5041459808746518,25,0.5451135263745983,30,0.583519094235142,low,0.6118102460509245,low
case29_day0.nii.gz,case29,1.1536004910043616,30,1.094109085273392,35,0.9831001860592692,high,0.9804477230017055,high
case29_day13.nii.gz,case29,0.9210660525280064,30,0.9804477230017055,35,0.9831001860592692,high,0.9804477230017055,high
case29_day14.nii.gz,case29,0.9831001860592692,30,0.9525592892141077,35,0.9831001860592692,high,0.9804477230017055,high
case30_day0.nii.gz,case30,0.8359992683985955,30,0.8418025065925893,35,0.6075437833244366,low,0.6494555259876245,low
case30_day1.nii.gz,case30,0.3790882982502776,30,0.45710854538265955,35,0.6075437833244366,low,0.6494555259876245,low
case32_day0.nii.gz,case32,0.8832600144864584,30,0.8799219300597612,35,0.7471179815073334,medium,0.7047487428336819,low
case32_day17.nii.gz,case32,0.7083647607289286,30,0.6877888759393714,35,0.7471179815073334,medium,0.7047487428336819,low
case32_day18.nii.gz,case32,0.7252105255076502,30,0.7027309302483558,35,0.7471179815073334,medium,0.7047487428336819,low
case32_day19.nii.gz,case32,0.8020155000779478,30,0.8800795784993688,35,0.7471179815073334,medium,0.7047487428336819,low
case32_day20.nii.gz,case32,0.7471179815073334,30,0.7047487428336819,35,0.7471179815073334,medium,0.7047487428336819,low
case33_day0.nii.gz,case33,0.8144050713086798,30,0.8380076825845117,35,1.023445471771394,high,0.9904158566155483,high
case33_day21.nii.gz,case33,1.2324858722341085,30,1.1428240306465849,35,1.023445471771394,high,0.9904158566155483,high
case34_day0.nii.gz,case34,0.8745126058871179,30,0.7917478501595212,35,0.8745126058871179,medium,0.7917478501595212,medium
case34_day15.nii.gz,case34,1.0094672849911437,30,0.9191213603746572,35,0.8745126058871179,medium,0.7917478501595212,medium
case34_day16.nii.gz,case34,0.8618334127469974,30,0.7604118191775529,35,0.8745126058871179,medium,0.7917478501595212,medium
case35_day0.nii.gz,case35,0.6517065828481831,30,0.5988758147232303,35,1.2557911867851101,high,1.1864252337565222,high
case35_day12.nii.gz,case35,1.2557911867851101,30,1.1864252337565222,35,1.2557911867851101,high,1.1864252337565222,high
case35_day13.nii.gz,case35,1.1706573574138437,30,1.0756187550010794,35,1.2557911867851101,high,1.1864252337565222,high
case35_day15.nii.gz,case35,1.4659785692423646,30,1.3816136331085183,35,1.2557911867851101,high,1.1864252337565222,high
case35_day18.nii.gz,case35,1.715793039986002,30,1.5822960358004232,35,1.2557911867851101,high,1.1864252337565222,high
case36_day0.nii.gz,case36,0.820398807064348,30,0.7603643661243902,35,0.7425519958925859,medium,0.7016886527608068,low
case36_day10.nii.gz,case36,0.7123638952238183,30,0.6792911176144583,35,0.7425519958925859,medium,0.7016886527608068,low
case36_day14.nii.gz,case36,0.8314526091859717,30,0.9003232954959579,35,0.7425519958925859,medium,0.7016886527608068,low
case36_day16.nii.gz,case36,0.7096640538517233,30,0.6779630742148128,35,0.7425519958925859,medium,0.7016886527608068,low
case36_day6.nii.gz,case36,0.7727400965613536,30,0.7240861879071554,35,0.7425519958925859,medium,0.7016886527608068,low
case36_day8.nii.gz,case36,0.6909766886603179,30,0.6505855612580127,35,0.7425519958925859,medium,0.7016886527608068,low
case40_day0.nii.gz,case40,1.371306440138429,30,1.477194245312873,35,1.2291339627031739,high,1.3298363321029438,high
case40_day16.nii.gz,case40,1.205944454702425,30,1.3298363321029438,35,1.2291339627031739,high,1.3298363321029438,high
case40_day17.nii.gz,case40,1.2291339627031739,30,1.3282511219176987,35,1.2291339627031739,high,1.3298363321029438,high
case41_day0.nii.gz,case41,0.5965767534782928,30,0.5928274539534986,35,0.5965767534782928,low,0.5928274539534986,low
case41_day25.nii.gz,case41,0.472635773507563,30,0.46368218898965685,35,0.5965767534782928,low,0.5928274539534986,low
case41_day32.nii.gz,case41,1.1878438051087619,30,1.0608965022737178,35,0.5965767534782928,low,0.5928274539534986,low
case42_day0.nii.gz,case42,0.5866873652503376,30,0.5658727446621056,35,0.5948445319717272,low,0.5658727446621056,low
case42_day17.nii.gz,case42,0.6183229753614633,30,0.6211065880669404,35,0.5948445319717272,low,0.5658727446621056,low
case42_day19.nii.gz,case42,0.5948445319717272,30,0.5461859724592826,35,0.5948445319717272,low,0.5658727446621056,low
case43_day0.nii.gz,case43,0.5952447606205875,30,0.5942818770943441,35,0.603860049551102,low,0.5942818770943441,low
case43_day18.nii.gz,case43,0.6078719142831214,30,0.6139703346111495,35,0.603860049551102,low,0.5942818770943441,low
case43_day20.nii.gz,case43,0.558663508503223,30,0.5969010312791382,35,0.603860049551102,low,0.5942818770943441,low
case43_day22.nii.gz,case43,0.603860049551102,30,0.5546596548380295,35,0.603860049551102,low,0.5942818770943441,low
case43_day26.nii.gz,case43,0.6548049270379984,30,0.5942481437969303,35,0.603860049551102,low,0.5942818770943441,low
case44_day0.nii.gz,case44,0.5872698862067899,30,0.5872698862067899,30,0.6439381023590017,low,0.6812702311167164,low
case44_day19.nii.gz,case44,0.6984798600851182,30,0.9060602898463352,35,0.6439381023590017,low,0.6812702311167164,low
case44_day20.nii.gz,case44,0.6439381023590017,30,0.6812702311167164,35,0.6439381023590017,low,0.6812702311167164,low
case47_day0.nii.gz,case47,1.3452012205562314,30,1.2008438292687835,35,0.9516077408393127,high,0.9206384910611569,medium
case47_day27.nii.gz,case47,0.9238793658497162,30,0.8931039084009119,35,0.9516077408393127,high,0.9206384910611569,medium
case47_day29.nii.gz,case47,0.9516077408393127,30,0.9206384910611569,35,0.9516077408393127,high,0.9206384910611569,medium
case49_day0.nii.gz,case49,0.7985100665706157,30,0.7794585379203274,35,0.8159901146011095,medium,0.7900403393437195,medium
case49_day13.nii.gz,case49,1.077550718126236,30,1.0291700922505362,35,0.8159901146011095,medium,0.7900403393437195,medium
case49_day15.nii.gz,case49,0.8159901146011095,30,0.7900403393437195,35,0.8159901146011095,medium,0.7900403393437195,medium
case53_day0.nii.gz,case53,0.7140316115857019,30,0.8468452987604532,35,0.7140316115857019,medium,0.8468452987604532,medium
case54_day0.nii.gz,case54,0.6084006259530611,30,0.6273916833331112,35,0.55085718000596,low,0.5416067387680165,low
case54_day30.nii.gz,case54,0.6017662473567124,30,0.5416067387680165,35,0.55085718000596,low,0.5416067387680165,low
case54_day32.nii.gz,case54,0.41568552529848163,30,0.42977820495535435,35,0.55085718000596,low,0.5416067387680165,low
case54_day35.nii.gz,case54,0.55085718000596,30,0.557021115044355,35,0.55085718000596,low,0.5416067387680165,low
case54_day39.nii.gz,case54,0.4486209274186207,30,0.5308408657751523,35,0.55085718000596,low,0.5416067387680165,low
case55_day0.nii.gz,case55,0.7176929162644862,30,0.7016918447424211,35,0.8685655267543825,medium,0.8733698143021302,medium
case55_day18.nii.gz,case55,0.8685655267543825,30,0.8733698143021302,35,0.8685655267543825,medium,0.8733698143021302,medium
case55_day20.nii.gz,case55,0.9588533323069466,30,0.9171187999897003,35,0.8685655267543825,medium,0.8733698143021302,medium
case58_day0.nii.gz,case58,0.8714600327308024,30,0.8227406302366747,35,0.8714600327308024,medium,0.8227406302366747,medium
case6_day0.nii.gz,case6,0.8774316384710196,30,1.0402097665178074,35,0.8774316384710196,medium,0.9531024958071145,high
case6_day20.nii.gz,case6,0.9388407477851106,30,0.9531024958071145,35,0.8774316384710196,medium,0.9531024958071145,high
case6_day24.nii.gz,case6,0.7495071189973308,30,0.8469339074157373,35,0.8774316384710196,medium,0.9531024958071145,high
case63_day0.nii.gz,case63,0.7466878131100471,30,0.7021542286505391,35,0.7775449874742889,medium,0.7578209798847766,medium
case63_day18.nii.gz,case63,0.8040151186286625,30,0.7811449855524188,35,0.7775449874742889,medium,0.7578209798847766,medium
case63_day20.nii.gz,case63,0.7901558293967451,30,0.7642351491838463,35,0.7775449874742889,medium,0.7578209798847766,medium
case63_day22.nii.gz,case63,0.6781537461535062,30,0.6364591273434271,35,0.7775449874742889,medium,0.7578209798847766,medium
case63_day26.nii.gz,case63,0.7775449874742889,30,0.7578209798847766,35,0.7775449874742889,medium,0.7578209798847766,medium
case65_day0.nii.gz,case65,1.0302953749660018,30,1.1325941413889644,35,0.917628817464653,medium,1.1223475688062723,high
case65_day25.nii.gz,case65,0.917628817464653,30,0.8903826095516774,35,0.917628817464653,medium,1.1223475688062723,high
case65_day28.nii.gz,case65,0.8306159290667646,15,1.1223475688062723,20,0.917628817464653,medium,1.1223475688062723,high
case66_day0.nii.gz,case66,0.862029343581666,30,0.8453730919062914,35,0.862029343581666,medium,1.0711345032324064,high
case66_day34.nii.gz,case66,1.1207680872089087,30,1.1428632286368998,35,0.862029343581666,medium,1.0711345032324064,high
case66_day36.nii.gz,case66,0.8494307806801291,30,1.0711345032324064,35,0.862029343581666,medium,1.0711345032324064,high
case67_day0.nii.gz,case67,0.8322942603004062,30,0.8510975554013948,35,1.0412656904173785,high,0.9532779085355092,high
case67_day12.nii.gz,case67,1.047217224785541,30,1.0212000625763116,35,1.0412656904173785,high,0.9532779085355092,high
case67_day16.nii.gz,case67,1.0412656904173785,30,0.9532779085355092,35,1.0412656904173785,high,0.9532779085355092,high
case7_day0.nii.gz,case7,0.5554677331606115,30,0.7186294851637106,35,0.5554677331606115,low,0.73878488867758,medium
case7_day13.nii.gz,case7,0.5461461876311222,30,0.73878488867758,35,0.5554677331606115,low,0.73878488867758,medium
case7_day19.nii.gz,case7,0.5943609685953215,30,0.7732346208295606,35,0.5554677331606115,low,0.73878488867758,medium
case74_day0.nii.gz,case74,1.0537005373334245,30,0.9723627795345949,35,1.0537005373334245,high,1.0184081357680863,high
case74_day13.nii.gz,case74,1.2026732432502747,30,1.2271212925883088,35,1.0537005373334245,high,1.0184081357680863,high
